Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
HC,C,headphone,35,36,AW99PGWI4S438,36-45,Female,High school/GED,"0 - $100,000"
HC,C,laptop,50,50,AW99PGWI4S438,36-45,Female,High school/GED,"0 - $100,000"
LC,C,camera,40,40,AWN8SISULPG1E,26-35,Male,Masters,"0 - $100,000"
LC,C,headphone,45,40,AWN8SISULPG1E,26-35,Male,Masters,"0 - $100,000"
LC,C,laptop,40,40,AWN8SISULPG1E,26-35,Male,Masters,"0 - $100,000"
T,T,camera,50,50,AWTP9JNX0WK2F,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,45,36,AWTP9JNX0WK2F,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,41,38,AWTP9JNX0WK2F,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,49,49,AX4QV62HBKJ34,56+,Male,Doctorate,"0 - $100,000"
T,T,headphone,49,49,AX4QV62HBKJ34,56+,Male,Doctorate,"0 - $100,000"
T,T,laptop,43,44,AX4QV62HBKJ34,56+,Male,Doctorate,"0 - $100,000"
LC,C,camera,43,43,AXR1QGU4KTMSZ,26-35,Male,Bachelors,"0 - $100,000"
LC,C,headphone,35,35,AXR1QGU4KTMSZ,26-35,Male,Bachelors,"0 - $100,000"
LC,C,laptop,42,39,AXR1QGU4KTMSZ,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,35,39,AXU91NVCGW9B,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,43,35,AXU91NVCGW9B,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,34,30,AXU91NVCGW9B,46-55,Female,Bachelors,"0 - $100,000"
LC,C,camera,32,34,AXXXTQBQ6VGEU,46-55,Male,High school/GED,"$100,001 - $200,000"
LC,C,headphone,28,32,AXXXTQBQ6VGEU,46-55,Male,High school/GED,"$100,001 - $200,000"
LC,C,laptop,27,28,AXXXTQBQ6VGEU,46-55,Male,High school/GED,"$100,001 - $200,000"
LC,C,camera,50,50,AY2L2CZOKNEA,26-35,Female,High school/GED,"0 - $100,000"
LC,C,headphone,42,43,AY2L2CZOKNEA,26-35,Female,High school/GED,"0 - $100,000"
LC,C,laptop,50,50,AY2L2CZOKNEA,26-35,Female,High school/GED,"0 - $100,000"
HC,C,camera,36,37,AY2Y2PJNDHO0K,56+,Female,Bachelors,"0 - $100,000"
HC,C,headphone,39,37,AY2Y2PJNDHO0K,56+,Female,Bachelors,"0 - $100,000"
HC,C,laptop,37,37,AY2Y2PJNDHO0K,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,41,41,AY6KEFU9CTZHH,36-45,Female,Masters,"0 - $100,000"
T,T,headphone,10,10,AY6KEFU9CTZHH,36-45,Female,Masters,"0 - $100,000"
T,T,laptop,30,20,AY6KEFU9CTZHH,36-45,Female,Masters,"0 - $100,000"
T,T,camera,47,50,AYNJR3GG2STI6,18-25,Female,High school/GED,"0 - $100,000"
T,T,headphone,37,40,AYNJR3GG2STI6,18-25,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,41,AYNJR3GG2STI6,18-25,Female,High school/GED,"0 - $100,000"
T,T,camera,45,46,AYX9OCFWBM939,18-25,Female,High school/GED,"0 - $100,000"
T,T,headphone,35,32,AYX9OCFWBM939,18-25,Female,High school/GED,"0 - $100,000"
T,T,laptop,45,43,AYX9OCFWBM939,18-25,Female,High school/GED,"0 - $100,000"
T,T,camera,44,30,AYXN53TNFG71P,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,46,29,AYXN53TNFG71P,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,43,22,AYXN53TNFG71P,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,25,25,AYXXMHLZRAPF9,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
T,T,headphone,5,5,AYXXMHLZRAPF9,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
T,T,laptop,5,5,AYXXMHLZRAPF9,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
T,T,camera,35,32,AYY7JSAD0SGXL,36-45,Female,Masters,"$100,001 - $200,000"
T,T,headphone,39,38,AYY7JSAD0SGXL,36-45,Female,Masters,"$100,001 - $200,000"
T,T,laptop,25,37,AYY7JSAD0SGXL,36-45,Female,Masters,"$100,001 - $200,000"
T,T,camera,38,47,AZ23LC7IFRGVH,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,headphone,41,50,AZ23LC7IFRGVH,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,laptop,40,47,AZ23LC7IFRGVH,36-45,Male,Bachelors,"$200,001 - $300,000"
T,T,camera,32,29,AZ6EHF84F7P37,36-45,Male,Bachelors,
T,T,headphone,33,25,AZ6EHF84F7P37,36-45,Male,Bachelors,
T,T,laptop,33,32,AZ6EHF84F7P37,36-45,Male,Bachelors,
T,T,camera,45,45,AZ8KL6F16ZS7G,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,45,45,AZ8KL6F16ZS7G,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,45,45,AZ8KL6F16ZS7G,56+,Female,Bachelors,"0 - $100,000"
LC,C,camera,38,37,AZEGZ5ZVM6P5A,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,headphone,38,34,AZEGZ5ZVM6P5A,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,laptop,38,37,AZEGZ5ZVM6P5A,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,44,50,AZIAQJWXTSFUX,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,50,50,AZIAQJWXTSFUX,36-45,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,49,49,AZIAQJWXTSFUX,36-45,Male,Bachelors,"$100,001 - $200,000"
HC,C,camera,47,49,AZNJF4D29F9DS,46-55,Female,Bachelors,"0 - $100,000"
HC,C,headphone,47,48,AZNJF4D29F9DS,46-55,Female,Bachelors,"0 - $100,000"
HC,C,laptop,46,47,AZNJF4D29F9DS,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,41,47,AZYJ42K8FFXWY,46-55,Male,High school/GED,"0 - $100,000"
T,T,headphone,45,43,AZYJ42K8FFXWY,46-55,Male,High school/GED,"0 - $100,000"
T,T,laptop,50,45,AZYJ42K8FFXWY,46-55,Male,High school/GED,"0 - $100,000"
T,T,camera,43,45,AZYO712QAF8HI,56+,Male,Bachelors,"$100,001 - $200,000"
T,T,headphone,40,40,AZYO712QAF8HI,56+,Male,Bachelors,"$100,001 - $200,000"
T,T,laptop,40,40,AZYO712QAF8HI,56+,Male,Bachelors,"$100,001 - $200,000"
LC,C,camera,40,40,COMPLETEHHNR,36-45,Female,Masters,"$300,001 - $500,000"
LC,C,headphone,37,38,COMPLETEHHNR,36-45,Female,Masters,"$300,001 - $500,000"
LC,C,laptop,40,41,COMPLETEHHNR,36-45,Female,Masters,"$300,001 - $500,000"
HC,C,camera,35,40,COPIEDA2LULA8Q07RFN5,26-35,Male,Bachelors,"$100,001 - $200,000"
HC,C,headphone,42,36,COPIEDA2LULA8Q07RFN5,26-35,Male,Bachelors,"$100,001 - $200,000"
HC,C,laptop,42,42,COPIEDA2LULA8Q07RFN5,26-35,Male,Bachelors,"$100,001 - $200,000"
HC,C,camera,41,44,CopiedA30B5QX0WIFK3E,26-35,Male,Bachelors,"0 - $100,000"
HC,C,headphone,44,45,CopiedA30B5QX0WIFK3E,26-35,Male,Bachelors,"0 - $100,000"
HC,C,laptop,37,43,CopiedA30B5QX0WIFK3E,26-35,Male,Bachelors,"0 - $100,000"
HC,C,camera,46,43,COPIEDAW9UHZXPC8QV1,26-35,Female,Masters,"$500,001 - $1,000,000"
HC,C,headphone,46,40,COPIEDAW9UHZXPC8QV1,26-35,Female,Masters,"$500,001 - $1,000,000"
HC,C,laptop,45,44,COPIEDAW9UHZXPC8QV1,26-35,Female,Masters,"$500,001 - $1,000,000"
T,T,camera,22,38,Mechanical Turk,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,31,27,Mechanical Turk,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,30,29,Mechanical Turk,26-35,Male,High school/GED,"0 - $100,000"
HC,C,camera,36,41,tanishasmithva@outlook.com,18-25,Male,Bachelors,"0 - $100,000"
HC,C,headphone,34,34,tanishasmithva@outlook.com,18-25,Male,Bachelors,"0 - $100,000"
HC,C,laptop,32,34,tanishasmithva@outlook.com,18-25,Male,Bachelors,"0 - $100,000"
